Canonicalized SMILES,Standardized SMILES,Canonicalized Taste,Source,Dataset_Source,Column1,SEQUENCE,Parent_SMILES
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,bitter,chemtastes_db,FartDB,,,
Cc1nccc2c1[nH]c1ccccc12,Cc1nccc2c1[nH]c1ccccc12,bitter,chemtastes_db,FartDB,,,
C=C1C(=O)OC2CC(C)C3C=CC(=O)C3(C)C(O)C12,C=C1C(=O)OC2CC(C)C3C=CC(=O)C3(C)C(O)C12,bitter,chemtastes_db,FartDB,,,
O=Cc1ccccc1OC1OC(CO)C(O)C(O)C1O,O=Cc1ccccc1OC1OC(CO)C(O)C(O)C1O,bitter,chemtastes_db,FartDB,,,
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,bitter,chemtastes_db,FartDB,,,
O=c1c(O)c(-c2ccc(O)cc2)oc2c(O)c(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)cc2)oc2c(O)c(O)cc(O)c12,bitter,chemtastes_db,FartDB,,,
CC(=O)OC1CC2C(C=C(C)CCC=C1C)OC(=O)C2C,CC(=O)OC1CC2C(C=C(C)CCC=C1C)OC(=O)C2C,bitter,chemtastes_db,FartDB,,,
C=C1C(OC(C)=O)CCC(C)=CC2OC(=O)C(C)C2CC1OC(C)=O,C=C1C(OC(C)=O)CCC(C)=CC2OC(=O)C(C)C2CC1OC(C)=O,bitter,chemtastes_db,FartDB,,,
CC=C(C)C(=O)OC1CC2C(CC=C3CC(OC4CC(OC)C(OC5CC(OC)C(OC6OC(C)C(O)C(OC)C6O)C(C)O5)C(C)O4)CCC32C)C2(O)CCC(C(C)=O)C12C,CC=C(C)C(=O)OC1CC2C(CC=C3CC(OC4CC(OC)C(OC5CC(OC)C(OC6OC(C)C(O)C(OC)C6O)C(C)O5)C(C)O4)CCC32C)C2(O)CCC(C(C)=O)C12C,bitter,chemtastes_db,FartDB,,,
CC1=CC(=O)CC(C(C)C)C1,CC1=CC(=O)CC(C(C)C)C1,bitter,chemtastes_db,FartDB,,,
COc1cc(C2CC(=O)c3c(O)cc(O)cc3O2)ccc1O,COc1cc(C2CC(=O)c3c(O)cc(O)cc3O2)ccc1O,bitter,chemtastes_db,FartDB,,,
O=C1C(=Cc2ccco2)C(CO)[n+]2cc([O-])c(Cc3ccco3)c(CO)c21,O=C1C(=Cc2ccco2)C(CO)[n+]2cc([O-])c(Cc3ccco3)c(CO)c21,bitter,chemtastes_db,FartDB,,,
CCCC(=O)CC(=O)NC1CCOC1=O,CCCC(=O)CC(=O)NC1CCOC1=O,bitter,chemtastes_db,FartDB,,,
CCCCCC(=O)CC(=O)NC1CCOC1=O,CCCCCC(=O)CC(=O)NC1CCOC1=O,bitter,chemtastes_db,FartDB,,,
CCCC(=O)NC1CCOC1=O,CCCC(=O)NC1CCOC1=O,bitter,chemtastes_db,FartDB,,,
CCCCCC(=O)NC1CCOC1=O,CCCCCC(=O)NC1CCOC1=O,bitter,chemtastes_db,FartDB,,,
CC(C)=CCC1(CC=C(C)C)C(=O)C(O)=C(O)C1=O,CC(C)=CCC1(CC=C(C)C)C(=O)C(O)=C(O)C1=O,bitter,chemtastes_db,FartDB,,,
CC(C)=CCC1(CC=C(C)C)C(=O)C(O)=C(C(=O)CC(C)C)C1=O,CC(C)=CCC1(CC=C(C)C)C(=O)C(O)=C(C(=O)CC(C)C)C1=O,bitter,chemtastes_db,FartDB,,,
CC(C)=CCC(=O)C1(O)C(=O)C(C(=O)CC(C)C)=C(O)C1(O)CC=C(C)C,CC(C)=CCC(=O)C1(O)C(=O)C(C(=O)CC(C)C)=C(O)C1(O)CC=C(C)C,bitter,chemtastes_db,FartDB,,,
CC(C)=CCC1=C(O)C(O)(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C1O,CC(C)=CCC1=C(O)C(O)(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C1O,bitter,chemtastes_db,FartDB,,,
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,bitter,chemtastes_db,FartDB,,,
OO,OO,bitter,chemtastes_db,FartDB,,,
CCC(C)C(=O)C1=C(O)C(O)(C(=O)C=CC(C)(C)OO)C(CC=C(C)C)C1=O,CCC(C)C(=O)C1=C(O)C(O)(C(=O)C=CC(C)(C)OO)C(CC=C(C)C)C1=O,bitter,chemtastes_db,FartDB,,,
CC(C)=CCC1C(=O)C(C(=O)C(C)C)=C(O)C1(O)C(=O)C=CC(C)(C)OO,CC(C)=CCC1C(=O)C(C(=O)C(C)C)=C(O)C1(O)C(=O)C=CC(C)(C)OO,bitter,chemtastes_db,FartDB,,,
CC(C)=CCC1C(=O)C(C(=O)CC(C)C)=C(O)C1(O)C(=O)C=CC(C)(C)OO,CC(C)=CCC1C(=O)C(C(=O)CC(C)C)=C(O)C1(O)C(=O)C=CC(C)(C)OO,bitter,chemtastes_db,FartDB,,,
CCC(C)C(=O)C1=C(O)C23CC(C(C)(C)OO)C(C)(C)C2CC(CC=C(C)C)(C1=O)C3=O,CCC(C)C(=O)C1=C(O)C23CC(C(C)(C)OO)C(C)(C)C2CC(CC=C(C)C)(C1=O)C3=O,bitter,chemtastes_db,FartDB,,,
CC(C)=CCC12CC3C(CC(C(C)(C)OO)C3(C)C)(C1=O)C(O)=C(C(=O)C(C)C)C2=O,CC(C)=CCC12CC3C(CC(C(C)(C)OO)C3(C)C)(C1=O)C(O)=C(C(=O)C(C)C)C2=O,bitter,chemtastes_db,FartDB,,,
CC(C)=CCC12CC3C(CC(C(C)(C)OO)C3(C)C)(C1=O)C(O)=C(C(=O)CC(C)C)C2=O,CC(C)=CCC12CC3C(CC(C(C)(C)OO)C3(C)C)(C1=O)C(O)=C(C(=O)CC(C)C)C2=O,bitter,chemtastes_db,FartDB,,,
CCC(C)C(=O)C1=C(O)C(O)(C(=O)C=CC(C)(C)O)C(CC=C(C)C)C1=O,CCC(C)C(=O)C1=C(O)C(O)(C(=O)C=CC(C)(C)O)C(CC=C(C)C)C1=O,bitter,chemtastes_db,FartDB,,,
CC(C)=CCC1C(=O)C(C(=O)C(C)C)=C(O)C1(O)C(=O)C=CC(C)(C)O,CC(C)=CCC1C(=O)C(C(=O)C(C)C)=C(O)C1(O)C(=O)C=CC(C)(C)O,bitter,chemtastes_db,FartDB,,,
CC(C)=CCC1C(=O)C(C(=O)CC(C)C)=C(O)C1(O)C(=O)C=CC(C)(C)O,CC(C)=CCC1C(=O)C(C(=O)CC(C)C)=C(O)C1(O)C(=O)C=CC(C)(C)O,bitter,chemtastes_db,FartDB,,,
O=C1CCCC2C3CC(CN12)C1CC(O)CCN1C3,O=C1CCCC2C3CC(CN12)C1CC(O)CCN1C3,bitter,chemtastes_db,FartDB,,,
CCC(C)C(=O)C1=C(O)C2(CC=C(C)C)CC3C(CC(C(C)(C)O)C3(C)C)(C1=O)C2=O,CCC(C)C(=O)C1=C(O)C2(CC=C(C)C)CC3C(CC(C(C)(C)O)C3(C)C)(C1=O)C2=O,bitter,chemtastes_db,FartDB,,,
CC(C)=CCC12CC3C(CC(C(C)(C)O)C3(C)C)(C(=O)C(C(=O)C(C)C)=C1O)C2=O,CC(C)=CCC12CC3C(CC(C(C)(C)O)C3(C)C)(C(=O)C(C(=O)C(C)C)=C1O)C2=O,bitter,chemtastes_db,FartDB,,,
CC(C)=CCC12CC3C(CC(C(C)(C)O)C3(C)C)(C(=O)C(C(=O)CC(C)C)=C1O)C2=O,CC(C)=CCC12CC3C(CC(C(C)(C)O)C3(C)C)(C(=O)C(C(=O)CC(C)C)=C1O)C2=O,bitter,chemtastes_db,FartDB,,,
O=c1nc[nH]c2nc[nH]c12,O=c1nc[nH]c2nc[nH]c12,bitter,chemtastes_db,FartDB,,,
c1c[nH]cn1,c1c[nH]cn1,bitter,chemtastes_db,FartDB,,,
O=c1nc[nH]c2c1ncn2C1OC(CO)C(O)C1O,O=c1nc[nH]c2c1ncn2C1OC(CO)C(O)C1O,bitter,chemtastes_db,FartDB,,,
CC(I)C1OCC(CO)O1,CC(I)C1OCC(CO)O1,bitter,chemtastes_db,FartDB,,,
CC(=O)OCC(C)C,CC(=O)OCC(C)C,bitter,chemtastes_db,FartDB,,,
CCC(=O)OCC(C)C,CCC(=O)OCC(C)C,bitter,chemtastes_db,FartDB,,,
CC(C)COC(=O)c1ccccc1O,CC(C)COC(=O)c1ccccc1O,bitter,chemtastes_db,FartDB,,,
CCOS(=O)(=O)NCC(C)C,CCOS(=O)(=O)NCC(C)C,bitter,chemtastes_db,FartDB,,,
C=C1C(=O)C23CC1CC(O)C2C1(COC(C)=O)C(CCC(C)(C)C1C=O)OC3=O,C=C1C(=O)C23CC1CC(O)C2C1(COC(C)=O)C(CCC(C)(C)C1C=O)OC3=O,bitter,chemtastes_db,FartDB,,,
CC=Cc1ccc(OC)c(OC)c1,CC=Cc1ccc(OC)c(OC)c1,bitter,chemtastes_db,FartDB,,,
O=c1c(-c2ccccc2)coc2ccccc12,O=c1c(-c2ccccc2)coc2ccccc12,bitter,chemtastes_db,FartDB,,,
O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O,O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O,bitter,chemtastes_db,FartDB,,,
[O-][N+]12CCCCC1CCCC2CO,[O-][N+]12CCCCC1CCCC2CO,bitter,chemtastes_db,FartDB,,,
COc1c2ccoc2c(OC)c2oc(=O)ccc12,COc1c2ccoc2c(OC)c2oc(=O)ccc12,bitter,chemtastes_db,FartDB,,,
CC(C)O,CC(C)O,bitter,chemtastes_db,FartDB,,,
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,bitter,chemtastes_db,FartDB,,,
COc1cc(O)c(CC=C(C)C)c2c1C(=O)CC(c1ccc(O)cc1)O2,COc1cc(O)c(CC=C(C)C)c2c1C(=O)CC(c1ccc(O)cc1)O2,bitter,chemtastes_db,FartDB,,,
COc1cc(O)c(CCC(C)(C)O)c2c1C(=O)CC(c1ccc(O)cc1)O2,COc1cc(O)c(CCC(C)(C)O)c2c1C(=O)CC(c1ccc(O)cc1)O2,bitter,chemtastes_db,FartDB,,,
COc1cc(O)c(CCC(C)(C)OC)c2c1C(=O)CC(c1ccc(O)cc1)O2,COc1cc(O)c(CCC(C)(C)OC)c2c1C(=O)CC(c1ccc(O)cc1)O2,bitter,chemtastes_db,FartDB,,,
CCOC(C)(C)CCc1c(O)cc(OC)c2c1OC(c1ccc(O)cc1)CC2=O,CCOC(C)(C)CCc1c(O)cc(OC)c2c1OC(c1ccc(O)cc1)CC2=O,bitter,chemtastes_db,FartDB,,,
CC(C)=CCC1=C(O)C(CC=C(C)C)(CC=C(C)C)C(=O)C2=C1OC(c1ccc(O)cc1)CC2=O,CC(C)=CCC1=C(O)C(CC=C(C)C)(CC=C(C)C)C(=O)C2=C1OC(c1ccc(O)cc1)CC2=O,bitter,chemtastes_db,FartDB,,,
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,bitter,chemtastes_db,FartDB,,,
O=C(O)CC(=O)OCC1OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,O=C(O)CC(=O)OCC1OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,bitter,chemtastes_db,FartDB,,,
O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,bitter,chemtastes_db,FartDB,,,
COc1c2occc2c(OC)c2c(=O)cc(C)oc12,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,bitter,chemtastes_db,FartDB,,,
C=C1C(=O)OC2C3C(CO)=CC(=O)C3=C(C)CC(O)C12,C=C1C(=O)OC2C3C(CO)=CC(=O)C3=C(C)CC(O)C12,bitter,chemtastes_db,FartDB,,,
C=C1C(=O)OC2C3C(COC(=O)C(=O)O)=CC(=O)C3=C(C)CC(O)C12,C=C1C(=O)OC2C3C(COC(=O)C(=O)O)=CC(=O)C3=C(C)CC(O)C12,bitter,chemtastes_db,FartDB,,,
C=C1C(=O)OC2C3C(COC(=O)Cc4ccc(O)cc4)=CC(=O)C3=C(C)CC(O)C12,C=C1C(=O)OC2C3C(COC(=O)Cc4ccc(O)cc4)=CC(=O)C3=C(C)CC(O)C12,bitter,chemtastes_db,FartDB,,,
C=C1C(=O)OC2C3C(COC(=O)C(=O)O)=CC(=O)C3=C(C)CC(OC(=O)Cc3ccc(O)cc3)C12,C=C1C(=O)OC2C3C(COC(=O)C(=O)O)=CC(=O)C3=C(C)CC(OC(=O)Cc3ccc(O)cc3)C12,bitter,chemtastes_db,FartDB,,,
C=C1C(=O)OC2C3C(CO)=CC(=O)C3=C(C)CC(OC(=O)Cc3ccc(O)cc3)C12,C=C1C(=O)OC2C3C(CO)=CC(=O)C3=C(C)CC(OC(=O)Cc3ccc(O)cc3)C12,bitter,chemtastes_db,FartDB,,,
O=C(C[S+]([O-])Cc1ccco1)NCC=CCOc1cc(CN2CCCCC2)ccn1,O=C(C[S+]([O-])Cc1ccco1)NCC=CCOc1cc(CN2CCCCC2)ccn1,bitter,chemtastes_db,FartDB,,,
CC(C)CC(NC(=O)C(C)N)C(=O)O,CC(C)CC(NC(=O)C(C)N)C(=O)O,bitter,chemtastes_db,FartDB,,,
CC(N)C(=O)NC(C(=O)O)C(C)C,CC(N)C(=O)NC(C(=O)O)C(C)C,bitter,chemtastes_db,FartDB,,,
CCN1CC2(OC(=O)c3ccccc3NC(C)=O)CCC(OC)C34C1C(CC23)C1(O)CC(OC)C2CC4C1(O)C2OC,CCN1CC2(OC(=O)c3ccccc3NC(C)=O)CCC(OC)C34C1C(CC23)C1(O)CC(OC)C2CC4C1(O)C2OC,bitter,chemtastes_db,FartDB,,,
N=C(N)NCCCC(N)C(=O)O,N=C(N)NCCCC(N)C(=O)O,bitter,chemtastes_db,FartDB,,,
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O,CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O,bitter,chemtastes_db,FartDB,,,
CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)O,CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)O,bitter,chemtastes_db,FartDB,,,
CC(C)CC(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,CC(C)CC(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,bitter,chemtastes_db,FartDB,,,
CC(C)CC(NC(=O)CN)C(=O)O,CC(C)CC(NC(=O)CN)C(=O)O,bitter,chemtastes_db,FartDB,,,
NCC(=O)NC(Cc1ccccc1)C(=O)O,NCC(=O)NC(Cc1ccccc1)C(=O)O,bitter,chemtastes_db,FartDB,,,
CCN(CC)CC(=O)Nc1c(C)cccc1C,CCN(CC)CC(=O)Nc1c(C)cccc1C,bitter,chemtastes_db,FartDB,,,
CC1(C)OC2CC(=O)OCC23C1CC(=O)C1(C)C3CCC2(C)C(c3ccoc3)OC(=O)C3OC321,CC1(C)OC2CC(=O)OCC23C1CC(=O)C1(C)C3CCC2(C)C(c3ccoc3)OC(=O)C3OC321,bitter,chemtastes_db,FartDB,,,
CC(C)(C#N)OC1OC(CO)C(O)C(O)C1O,CC(C)(C#N)OC1OC(CO)C(O)C(O)C1O,bitter,chemtastes_db,FartDB,,,
O=C1CC(c2ccc(O)cc2)Oc2cc(O)ccc21,O=C1CC(c2ccc(O)cc2)Oc2cc(O)ccc21,bitter,chemtastes_db,FartDB,,,
CC(C)CC(N)C(=O)NC(C)C(=O)O,CC(C)CC(N)C(=O)NC(C)C(=O)O,bitter,chemtastes_db,FartDB,,,
CC(C)CC(N)C(=O)NCC(=O)O,CC(C)CC(N)C(=O)NCC(=O)O,bitter,chemtastes_db,FartDB,,,
CC1CCC(C(C)C)C(=O)C1,CC1CCC(C(C)C)C(=O)C1,bitter,chemtastes_db,FartDB,,,
CCCCC(N)C(=O)O,CCCCC(N)C(=O)O,bitter,chemtastes_db,FartDB,,,
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,bitter,chemtastes_db,FartDB,,,
NC(Cc1ccccc1)C(=O)NCC(=O)O,NC(Cc1ccccc1)C(=O)NCC(=O)O,bitter,chemtastes_db,FartDB,,,
NC(Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,NC(Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,bitter,chemtastes_db,FartDB,,,
NC(Cc1ccccc1)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)O,NC(Cc1ccccc1)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)O,bitter,chemtastes_db,FartDB,,,
OCC1CCCN2CCCCC12,OCC1CCCN2CCCCC12,bitter,chemtastes_db,FartDB,,,
CC(C)=CCC1=C(O)C(CC=C(C)C)(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C1O,CC(C)=CCC1=C(O)C(CC=C(C)C)(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C1O,bitter,chemtastes_db,FartDB,,,
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,bitter,chemtastes_db,FartDB,,,
CC(NC(=O)C(N)C(C)C)C(=O)O,CC(NC(=O)C(N)C(C)C)C(=O)O,bitter,chemtastes_db,FartDB,,,
CCN1CC2(CO)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14,CCN1CC2(CO)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14,bitter,chemtastes_db,FartDB,,,
CC1CC2CC(=O)C3CCCN4CCCC2C34C1,CC1CC2CC(=O)C3CCCN4CCCC2C34C1,bitter,chemtastes_db,FartDB,,,
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,bitter,chemtastes_db,FartDB,,,
CC1CC2OC(=O)C3(C)CCCC(C)(C23)C1(O)CCc1ccoc1,CC1CC2OC(=O)C3(C)CCCC(C)(C23)C1(O)CCc1ccoc1,bitter,chemtastes_db,FartDB,,,
O=C1CCCC2C3CCCN4CCCC(CN12)C34,O=C1CCCC2C3CCCN4CCCC(CN12)C34,bitter,chemtastes_db,FartDB,,,
COc1ccc2c(c1OC)C(=O)OC2,COc1ccc2c(c1OC)C(=O)OC2,bitter,chemtastes_db,FartDB,,,
Cc1cccc(Nc2ccccc2C(=O)O)c1C,Cc1cccc(Nc2ccccc2C(=O)O)c1C,bitter,chemtastes_db,FartDB,,,
O=C(O)C=Cc1ccccc1OC1OC(CO)C(O)C(O)C1O,O=C(O)C=Cc1ccccc1OC1OC(CO)C(O)C(O)C1O,bitter,chemtastes_db,FartDB,,,
CC(C)CC(=O)OC1CC(C)CCC1C(C)C,CC(C)CC(=O)OC1CC(C)CCC1C(C)C,bitter,chemtastes_db,FartDB,,,
Cc1ccccc1OCC(O)CO,Cc1ccccc1OCC(O)CO,bitter,chemtastes_db,FartDB,,,
CCCC(C)(COC(N)=O)COC(N)=O,CCCC(C)(COC(N)=O)COC(N)=O,bitter,chemtastes_db,FartDB,,,
COc1ccc2ccc(=O)oc2c1CC1OC1(C)C,COc1ccc2ccc(=O)oc2c1CC1OC1(C)C,bitter,chemtastes_db,FartDB,,,
COC(C[Hg])CNC(=O)c1ccccc1OCC(=O)[O-].O.[Na+],COC(C[Hg])CNC(=O)c1ccccc1OCC(=O)[O-].O.[Na+],bitter,chemtastes_db,FartDB,,,
Cc1cccc(NC(N)=O)c1,Cc1cccc(NC(N)=O)c1,bitter,chemtastes_db,FartDB,,,
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,bitter,chemtastes_db,FartDB,,,
Cn1cc[nH]c1=S,Cn1cc[nH]c1=S,bitter,chemtastes_db,FartDB,,,
COc1c2occc2cc2ccc(=O)oc12,COc1c2occc2cc2ccc(=O)oc12,bitter,chemtastes_db,FartDB,,,
COC(=O)c1ccccc1CCc1ccc(OC)c(O)c1,COC(=O)c1ccccc1CCc1ccc(OC)c(O)c1,bitter,chemtastes_db,FartDB,,,
COC(C)=O,COC(C)=O,bitter,chemtastes_db,FartDB,,,
COC(=O)c1ccccc1N,COC(=O)c1ccccc1N,bitter,chemtastes_db,FartDB,,,
Cc1cc(=O)[nH]c(=S)[nH]1,Cc1cc(=O)[nH]c(=S)[nH]1,bitter,chemtastes_db,FartDB,,,
COC1CC(O)C(O)C(C)O1,COC1CC(O)C(O)C(C)O1,bitter,chemtastes_db,FartDB,,,
COC1OC(C)C(O)CC1O,COC1OC(C)C(O)CC1O,bitter,chemtastes_db,FartDB,,,
COC1OC(C)CC(O)C1O,COC1OC(C)CC(O)C1O,bitter,chemtastes_db,FartDB,,,
CCC1(CC)C(=O)NCC(C)C1=O,CCC1(CC)C(=O)NCC(C)C1=O,bitter,chemtastes_db,FartDB,,,
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,bitter,chemtastes_db,FartDB,,,
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,bitter,chemtastes_db,FartDB,,,
CC(C)=CC(O)CC(C)C1CCC2(C)C3C(O)C=C4C(CCC(O)C4(C)C)C3(C=O)CCC12C,CC(C)=CC(O)CC(C)C1CCC2(C)C3C(O)C=C4C(CCC(O)C4(C)C)C3(C=O)CCC12C,bitter,chemtastes_db,FartDB,,,
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,bitter,chemtastes_db,FartDB,,,
CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,bitter,chemtastes_db,FartDB,,,
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,bitter,chemtastes_db,FartDB,,,
O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,bitter,chemtastes_db,FartDB,,,
C=C(C)C=NO,C=C(C)C=NO,bitter,chemtastes_db,FartDB,,,
COCCC=C(C)C=NO,COCCC=C(C)C=NO,bitter,chemtastes_db,FartDB,,,
COCCCCC=C(C)C=NO,COCCCCC=C(C)C=NO,bitter,chemtastes_db,FartDB,,,
CCN(CC)C1=NS(=O)(=O)c2cc([N+](=O)[O-])ccc21,CCN(CC)C1=NS(=O)(=O)c2cc([N+](=O)[O-])ccc21,bitter,chemtastes_db,FartDB,,,
C=CC1C=C(C=NO)CCC1,C=CC1C=C(C=NO)CCC1,bitter,chemtastes_db,FartDB,,,
CC1CC=C(C=NO)CC1,CC1CC=C(C=NO)CC1,bitter,chemtastes_db,FartDB,,,
CC(C)C1=CCC(C=NO)=CC1,CC(C)C1=CCC(C=NO)=CC1,bitter,chemtastes_db,FartDB,,,
COCC1CCC=C1C=NO,COCC1CCC=C1C=NO,bitter,chemtastes_db,FartDB,,,
O=C(CCc1ccc(O)c(O)c1)NCCCCN(CCCNC(=O)CCc1ccc(O)c(O)c1)C(=O)CCc1ccc(O)c(O)c1,O=C(CCc1ccc(O)c(O)c1)NCCCCN(CCCNC(=O)CCc1ccc(O)c(O)c1)C(=O)CCc1ccc(O)c(O)c1,bitter,chemtastes_db,FartDB,,,
O=C(CCc1ccc(O)c(O)c1)NCCCCNCCCNC(=O)CCc1ccc(O)c(O)c1,O=C(CCc1ccc(O)c(O)c1)NCCCCNCCCNC(=O)CCc1ccc(O)c(O)c1,bitter,chemtastes_db,FartDB,,,
C=C(Br)CC1(C(C)C)C(=O)NC(=O)N(C)C1=O,C=C(Br)CC1(C(C)C)C(=O)NC(=O)N(C)C1=O,bitter,chemtastes_db,FartDB,,,
CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,bitter,chemtastes_db,FartDB,,,
C=CCC1(C(C)(C)CC)C(=O)NC(=O)NC1=O,C=CCC1(C(C)(C)CC)C(=O)NC(=O)NC1=O,bitter,chemtastes_db,FartDB,,,
CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)c(O)c3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)c(O)c3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,bitter,chemtastes_db,FartDB,,,
COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3O2)cc1O,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3O2)cc1O,bitter,chemtastes_db,FartDB,,,
COC1=CC(C)C2CC3OC(O)CC4C(C)=C(OC)C(=O)C(C2(C)C1=O)C34C,COC1=CC(C)C2CC3OC(O)CC4C(C)=C(OC)C(=O)C(C2(C)C1=O)C34C,bitter,chemtastes_db,FartDB,,,
CC(C)=CCCC(C)=CCO,CC(C)=CCCC(C)=CCO,bitter,chemtastes_db,FartDB,,,
CC(C)=CCCC(C)=CCOC(=O)CC(C)C,CC(C)=CCCC(C)=CCOC(=O)CC(C)C,bitter,chemtastes_db,FartDB,,,
CCNC(N)=S,CCNC(N)=S,bitter,chemtastes_db,FartDB,,,
O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,bitter,chemtastes_db,FartDB,,,
CN1CCCC1c1cccnc1,CN1CCCC1c1cccnc1,bitter,chemtastes_db,FartDB,,,
